0.0,0.0,0.0,0.0
100.0,2.0,1.0,8.0
100.0,2.0,2.0,8.0
100.0,1.0,3.0,8.0
100.0,1.0,4.0,8.0
100.0,1.0,5.0,8.0
100.0,1.0,6.0,8.0
100.0,2.0,7.0,8.0
100.0,2.0,8.0,8.0
100.0,2.0,9.0,8.0
100.0,2.0,10.0,8.0
100.0,2.0,11.0,8.0
100.0,2.0,12.0,8.0
100.0,2.0,13.0,8.0
100.0,2.0,14.0,8.0
100.0,2.0,15.0,8.0
100.0,2.0,16.0,8.0
100.0,2.0,17.0,8.0
100.0,2.0,18.0,8.0
100.0,2.0,19.0,8.0
100.0,2.0,20.0,8.0
200.0,4.0,1.0,8.0
200.0,4.0,2.0,8.0
200.0,4.0,3.0,8.0
200.0,4.0,4.0,8.0
200.0,5.0,5.0,8.0
200.0,5.0,6.0,8.0
200.0,5.0,7.0,8.0
200.0,5.0,8.0,8.0
200.0,5.0,9.0,8.0
200.0,5.0,10.0,8.0
200.0,5.0,11.0,8.0
200.0,5.0,12.0,8.0
200.0,5.0,13.0,8.0
200.0,5.0,14.0,8.0
200.0,5.0,15.0,8.0
200.0,5.0,16.0,8.0
200.0,5.0,17.0,8.0
200.0,5.0,18.0,8.0
200.0,5.0,19.0,8.0
200.0,5.0,20.0,8.0
300.0,1.0,1.0,8.0
300.0,1.0,2.0,8.0
300.0,2.0,3.0,8.0
300.0,1.0,4.0,8.0
300.0,3.0,5.0,8.0
300.0,2.0,6.0,8.0
300.0,3.0,7.0,8.0
300.0,2.0,8.0,8.0
300.0,2.0,9.0,8.0
300.0,2.0,10.0,8.0
300.0,3.0,11.0,8.0
300.0,3.0,12.0,8.0
300.0,4.0,13.0,8.0
300.0,2.0,14.0,8.0
300.0,4.0,15.0,8.0
300.0,4.0,16.0,8.0
300.0,4.0,17.0,8.0
300.0,4.0,18.0,8.0
300.0,4.0,19.0,8.0
300.0,4.0,20.0,8.0
400.0,2.0,1.0,8.0
400.0,2.0,2.0,8.0
400.0,1.0,3.0,8.0
400.0,2.0,4.0,8.0
400.0,1.0,5.0,8.0
400.0,1.0,6.0,8.0
400.0,2.0,7.0,8.0
400.0,1.0,8.0,8.0
400.0,2.0,9.0,8.0
400.0,1.0,10.0,8.0
400.0,1.0,11.0,8.0
400.0,1.0,12.0,8.0
400.0,2.0,13.0,8.0
400.0,2.0,14.0,8.0
400.0,3.0,15.0,8.0
400.0,2.0,16.0,8.0
400.0,1.0,17.0,8.0
400.0,3.0,18.0,8.0
400.0,2.0,19.0,8.0
400.0,3.0,20.0,8.0
500.0,6.0,1.0,8.0
500.0,6.0,2.0,8.0
500.0,3.0,3.0,8.0
500.0,4.0,4.0,8.0
500.0,4.0,5.0,8.0
500.0,4.0,6.0,8.0
500.0,4.0,7.0,8.0
500.0,4.0,8.0,8.0
500.0,3.0,9.0,8.0
500.0,5.0,10.0,8.0
500.0,4.0,11.0,8.0
500.0,5.0,12.0,8.0
500.0,5.0,13.0,8.0
500.0,5.0,14.0,8.0
500.0,5.0,15.0,8.0
500.0,5.0,16.0,8.0
500.0,5.0,17.0,8.0
500.0,5.0,18.0,8.0
500.0,5.0,19.0,8.0
500.0,5.0,20.0,8.0
600.0,1.0,1.0,8.0
600.0,1.0,2.0,8.0
600.0,2.0,3.0,8.0
600.0,2.0,4.0,8.0
600.0,3.0,5.0,8.0
600.0,1.0,6.0,8.0
600.0,2.0,7.0,8.0
600.0,2.0,8.0,8.0
600.0,2.0,9.0,8.0
600.0,2.0,10.0,8.0
600.0,3.0,11.0,8.0
600.0,2.0,12.0,8.0
600.0,2.0,13.0,8.0
600.0,2.0,14.0,8.0
600.0,2.0,15.0,8.0
600.0,3.0,16.0,8.0
600.0,3.0,17.0,8.0
600.0,3.0,18.0,8.0
600.0,3.0,19.0,8.0
600.0,2.0,20.0,8.0
700.0,3.0,1.0,8.0
700.0,3.0,2.0,8.0
700.0,5.0,3.0,8.0
700.0,4.0,4.0,8.0
700.0,3.0,5.0,8.0
700.0,3.0,6.0,8.0
700.0,3.0,7.0,8.0
700.0,3.0,8.0,8.0
700.0,3.0,9.0,8.0
700.0,3.0,10.0,8.0
700.0,3.0,11.0,8.0
700.0,3.0,12.0,8.0
700.0,3.0,13.0,8.0
700.0,3.0,14.0,8.0
700.0,3.0,15.0,8.0
700.0,3.0,16.0,8.0
700.0,3.0,17.0,8.0
