20100.0,7.0,1.0,8.0
20100.0,7.0,2.0,8.0
20100.0,2.0,3.0,8.0
20100.0,3.0,4.0,8.0
20100.0,3.0,5.0,8.0
20100.0,3.0,6.0,8.0
20100.0,3.0,7.0,8.0
20100.0,3.0,8.0,8.0
20100.0,2.0,9.0,8.0
20100.0,2.0,10.0,8.0
20100.0,3.0,11.0,8.0
20100.0,4.0,12.0,8.0
20100.0,4.0,13.0,8.0
20100.0,5.0,14.0,8.0
20100.0,5.0,15.0,8.0
20100.0,4.0,16.0,8.0
20100.0,3.0,17.0,8.0
20100.0,3.0,18.0,8.0
20100.0,3.0,19.0,8.0
20100.0,3.0,20.0,8.0
20200.0,2.0,1.0,8.0
20200.0,2.0,2.0,8.0
20200.0,4.0,3.0,8.0
20200.0,4.0,4.0,8.0
20200.0,4.0,5.0,8.0
20200.0,4.0,6.0,8.0
20200.0,4.0,7.0,8.0
20200.0,4.0,8.0,8.0
20200.0,4.0,9.0,8.0
20200.0,4.0,10.0,8.0
20200.0,4.0,11.0,8.0
20200.0,4.0,12.0,8.0
20200.0,5.0,13.0,8.0
20200.0,4.0,14.0,8.0
20200.0,5.0,15.0,8.0
20200.0,5.0,16.0,8.0
20200.0,5.0,17.0,8.0
20200.0,5.0,18.0,8.0
20200.0,5.0,19.0,8.0
20200.0,5.0,20.0,8.0
20300.0,2.0,1.0,8.0
20300.0,2.0,2.0,8.0
20300.0,2.0,3.0,8.0
20300.0,2.0,4.0,8.0
20300.0,2.0,5.0,8.0
20300.0,2.0,6.0,8.0
20300.0,4.0,7.0,8.0
20300.0,4.0,8.0,8.0
20300.0,4.0,9.0,8.0
20300.0,4.0,10.0,8.0
20300.0,5.0,11.0,8.0
20300.0,4.0,12.0,8.0
20300.0,4.0,13.0,8.0
20300.0,4.0,14.0,8.0
20300.0,4.0,15.0,8.0
20300.0,4.0,16.0,8.0
20300.0,4.0,17.0,8.0
20300.0,4.0,18.0,8.0
20300.0,4.0,19.0,8.0
20300.0,4.0,20.0,8.0
20400.0,2.0,1.0,8.0
20400.0,2.0,2.0,8.0
20400.0,2.0,3.0,8.0
20400.0,1.0,4.0,8.0
20400.0,1.0,5.0,8.0
20400.0,1.0,6.0,8.0
20400.0,1.0,7.0,8.0
20400.0,1.0,8.0,8.0
20400.0,1.0,9.0,8.0
20400.0,1.0,10.0,8.0
20400.0,1.0,11.0,8.0
20400.0,1.0,12.0,8.0
20400.0,1.0,13.0,8.0
20400.0,1.0,14.0,8.0
20400.0,1.0,15.0,8.0
20400.0,1.0,16.0,8.0
20400.0,1.0,17.0,8.0
20400.0,1.0,18.0,8.0
20400.0,1.0,19.0,8.0
20400.0,1.0,20.0,8.0
20500.0,0.0,1.0,8.0
20500.0,0.0,2.0,8.0
20500.0,0.0,3.0,8.0
20500.0,0.0,4.0,8.0
20500.0,0.0,5.0,8.0
20500.0,0.0,6.0,8.0
20500.0,0.0,7.0,8.0
20500.0,1.0,8.0,8.0
20500.0,1.0,9.0,8.0
20500.0,1.0,10.0,8.0
20500.0,1.0,11.0,8.0
20500.0,1.0,12.0,8.0
20500.0,1.0,13.0,8.0
20500.0,1.0,14.0,8.0
20500.0,1.0,15.0,8.0
20500.0,1.0,16.0,8.0
20500.0,1.0,17.0,8.0
20500.0,1.0,18.0,8.0
20500.0,1.0,19.0,8.0
20500.0,1.0,20.0,8.0
20600.0,3.0,1.0,8.0
20600.0,3.0,2.0,8.0
20600.0,4.0,3.0,8.0
20600.0,4.0,4.0,8.0
20600.0,4.0,5.0,8.0
20600.0,4.0,6.0,8.0
20600.0,4.0,7.0,8.0
20600.0,4.0,8.0,8.0
20600.0,4.0,9.0,8.0
20600.0,4.0,10.0,8.0
20600.0,4.0,11.0,8.0
20600.0,4.0,12.0,8.0
20600.0,4.0,13.0,8.0
20600.0,4.0,14.0,8.0
20600.0,4.0,15.0,8.0
20600.0,4.0,16.0,8.0
20600.0,4.0,17.0,8.0
20600.0,4.0,18.0,8.0
20600.0,4.0,19.0,8.0
20600.0,4.0,20.0,8.0
20700.0,2.0,1.0,8.0
20700.0,2.0,2.0,8.0
20700.0,2.0,3.0,8.0
20700.0,2.0,4.0,8.0
20700.0,2.0,5.0,8.0
20700.0,2.0,6.0,8.0
20700.0,2.0,7.0,8.0
20700.0,3.0,8.0,8.0
20700.0,3.0,9.0,8.0
20700.0,2.0,10.0,8.0
20700.0,2.0,11.0,8.0
20700.0,2.0,12.0,8.0
20700.0,3.0,13.0,8.0
20700.0,2.0,14.0,8.0
20700.0,3.0,15.0,8.0
20700.0,3.0,16.0,8.0
20700.0,3.0,17.0,8.0
20700.0,3.0,18.0,8.0
20700.0,3.0,19.0,8.0
20700.0,2.0,20.0,8.0
20800.0,6.0,1.0,8.0
20800.0,6.0,2.0,8.0
20800.0,7.0,3.0,8.0
20800.0,6.0,4.0,8.0
20800.0,7.0,5.0,8.0
20800.0,6.0,6.0,8.0
20800.0,6.0,7.0,8.0
20800.0,6.0,8.0,8.0
20800.0,6.0,9.0,8.0
20800.0,7.0,10.0,8.0
20800.0,7.0,11.0,8.0
20800.0,7.0,12.0,8.0
20800.0,7.0,13.0,8.0
20800.0,7.0,14.0,8.0
20800.0,7.0,15.0,8.0
20800.0,7.0,16.0,8.0
20800.0,7.0,17.0,8.0
20800.0,7.0,18.0,8.0
20800.0,7.0,19.0,8.0
20800.0,7.0,20.0,8.0
20900.0,1.0,1.0,8.0
20900.0,1.0,2.0,8.0
20900.0,0.0,3.0,8.0
20900.0,0.0,4.0,8.0
20900.0,0.0,5.0,8.0
20900.0,0.0,6.0,8.0
20900.0,0.0,7.0,8.0
20900.0,0.0,8.0,8.0
20900.0,0.0,9.0,8.0
20900.0,0.0,10.0,8.0
20900.0,0.0,11.0,8.0
20900.0,0.0,12.0,8.0
20900.0,1.0,13.0,8.0
20900.0,0.0,14.0,8.0
20900.0,2.0,15.0,8.0
20900.0,0.0,16.0,8.0
20900.0,2.0,17.0,8.0
